,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_knn__n_neighbors,param_knn__weights,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0,1.7014194965362548,0.2111239238198337,34.54821543693542,3.329272759564263,1,uniform,"{'knn__n_neighbors': 1, 'knn__weights': 'uniform'}",0.507882250905566,0.5138775510204082,0.5104081632653061,0.5125510204081632,0.5071938775510204,0.5103825726300928,0.0025821339868040134,15
1,1.6941417694091796,0.05751206894290206,32.210984230041504,1.653927889809756,1,distance,"{'knn__n_neighbors': 1, 'knn__weights': 'distance'}",0.507882250905566,0.5138775510204082,0.5104081632653061,0.5125510204081632,0.5071938775510204,0.5103825726300928,0.0025821339868040134,15
2,1.5849702835083008,0.05253553031958595,33.93778758049011,0.32812573561745617,3,uniform,"{'knn__n_neighbors': 3, 'knn__weights': 'uniform'}",0.5134942094791082,0.5135204081632653,0.5153061224489796,0.5087244897959183,0.5168367346938776,0.5135763929162298,0.0027266332742901813,12
3,1.6180798053741454,0.06176900115083863,34.413103866577146,0.700867155383487,3,distance,"{'knn__n_neighbors': 3, 'knn__weights': 'distance'}",0.5086475179837764,0.5160714285714286,0.509234693877551,0.5117857142857143,0.5151530612244898,0.512178483188592,0.0030096849151324727,14
4,1.5632590770721435,0.0320081627093651,45.10061993598938,3.1779050367425246,5,uniform,"{'knn__n_neighbors': 5, 'knn__weights': 'uniform'}",0.5154328860772409,0.5134693877551021,0.5179081632653061,0.5159183673469387,0.5176530612244898,0.5160763731338156,0.0016172083728815938,11
5,1.6530352115631104,0.03519151566832474,45.98577799797058,1.0737504805782394,5,distance,"{'knn__n_neighbors': 5, 'knn__weights': 'distance'}",0.5108412836079792,0.5135714285714286,0.509795918367347,0.515969387755102,0.5142857142857142,0.5128927465175142,0.002265636091663521,13
6,1.6498514652252196,0.07653107067239566,45.22516784667969,2.5786397374751204,10,uniform,"{'knn__n_neighbors': 10, 'knn__weights': 'uniform'}",0.5307382276414468,0.53,0.5331122448979592,0.5264285714285715,0.5259183673469388,0.5292394822629832,0.0027112336442747047,4
7,1.5275629043579102,0.02463791751458391,40.88857011795044,1.2750010321958816,10,distance,"{'knn__n_neighbors': 10, 'knn__weights': 'distance'}",0.5227794500280598,0.5181122448979592,0.5177551020408163,0.5122448979591837,0.5162244897959184,0.5174232369443874,0.0033919337956882173,10
8,1.5144867897033691,0.02590381529281584,40.903914070129396,1.023220831735106,15,uniform,"{'knn__n_neighbors': 15, 'knn__weights': 'uniform'}",0.5266057854191113,0.523061224489796,0.5244387755102041,0.5199489795918367,0.5210204081632653,0.5230150346348428,0.002379154936756351,6
9,1.5128267765045167,0.02519893902208819,40.18188815116882,1.3285070057843547,15,distance,"{'knn__n_neighbors': 15, 'knn__weights': 'distance'}",0.5197183817152186,0.5204591836734694,0.518265306122449,0.5143877551020408,0.5187244897959183,0.5183110232818192,0.002105247190033461,9
10,1.5034169673919677,0.009361690743708708,40.674055671691896,1.2206036152624131,20,uniform,"{'knn__n_neighbors': 20, 'knn__weights': 'uniform'}",0.5339013315647161,0.5319897959183674,0.5303061224489796,0.5275510204081633,0.5320408163265307,0.5311578173333513,0.0021322811334902854,3
11,1.520274019241333,0.006027884987429727,40.17168455123901,0.9890488978425607,20,distance,"{'knn__n_neighbors': 20, 'knn__weights': 'distance'}",0.5254323758991888,0.5208163265306123,0.5201020408163265,0.5136734693877552,0.5201530612244898,0.5200354547716746,0.0037477897850548185,8
12,1.5096476554870606,0.01189831954309798,41.39779696464539,1.7779484187541346,30,uniform,"{'knn__n_neighbors': 30, 'knn__weights': 'uniform'}",0.5338503137595021,0.5361224489795918,0.5315816326530612,0.5302040816326531,0.5344387755102041,0.5332394505070025,0.0021016678524318237,2
13,1.5514423847198486,0.04846179143343586,42.05972361564636,0.8222222125737262,30,distance,"{'knn__n_neighbors': 30, 'knn__weights': 'distance'}",0.5249221978470486,0.5245408163265306,0.5219387755102041,0.5176530612244898,0.5234183673469388,0.5224946436510424,0.0026337432388873505,7
14,1.5238151550292969,0.03984008182158024,40.995736074447635,1.0799003868209454,50,uniform,"{'knn__n_neighbors': 50, 'knn__weights': 'uniform'}",0.5382888628131218,0.5405102040816326,0.5383673469387755,0.5324489795918367,0.5362755102040816,0.5371781807258896,0.0027177294957833335,1
15,1.5190424919128418,0.02815079361887615,40.72676386833191,1.0281226759315263,50,distance,"{'knn__n_neighbors': 50, 'knn__weights': 'distance'}",0.5273200346921075,0.5284183673469388,0.5276020408163266,0.5224489795918368,0.5303061224489796,0.527219108979238,0.002603030155752685,5
