,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_svm__C,param_svm__kernel,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0,38.52274618148804,4.5624478961174075,5.211374044418335,0.24950768879413984,0.1,linear,"{'svm__C': 0.1, 'svm__kernel': 'linear'}",0.5933673469387755,0.5653061224489796,0.5780612244897959,0.5913265306122449,0.585204081632653,0.5826530612244898,0.010183653020305829,3
1,29.141923904418945,0.8390100668576032,8.353600215911865,0.15176143000495204,0.1,rbf,"{'svm__C': 0.1, 'svm__kernel': 'rbf'}",0.5454081632653062,0.5454081632653062,0.5454081632653062,0.5454081632653062,0.5448979591836735,0.5453061224489797,0.00020408163265308587,15
2,29.34315433502197,0.382218603600505,6.2701075077056885,0.39171947594264894,0.1,sigmoid,"{'svm__C': 0.1, 'svm__kernel': 'sigmoid'}",0.5448979591836735,0.5469387755102041,0.5474489795918367,0.5448979591836735,0.5464285714285714,0.5461224489795918,0.0010505745041823422,14
3,84.7168632030487,9.841282973175835,5.32349796295166,0.5303558239424921,0.5,linear,"{'svm__C': 0.5, 'svm__kernel': 'linear'}",0.5928571428571429,0.5653061224489796,0.5780612244897959,0.5918367346938775,0.5857142857142857,0.5827551020408164,0.010195915099425957,2
4,28.94081120491028,0.9208290907251306,8.490294599533081,0.30277840718528615,0.5,rbf,"{'svm__C': 0.5, 'svm__kernel': 'rbf'}",0.5658163265306122,0.5428571428571428,0.5612244897959183,0.5673469387755102,0.5545918367346939,0.5583673469387754,0.008934254750958182,12
5,28.032184457778932,0.8857868220437993,5.8613499164581295,0.20560920230792462,0.5,sigmoid,"{'svm__C': 0.5, 'svm__kernel': 'sigmoid'}",0.5862244897959183,0.5591836734693878,0.5744897959183674,0.5867346938775511,0.5663265306122449,0.5745918367346938,0.010849007232654695,8
6,141.97106523513793,11.609443321398292,5.1775475025177,0.07934200380520878,1,linear,"{'svm__C': 1, 'svm__kernel': 'linear'}",0.5908163265306122,0.5653061224489796,0.5775510204081633,0.5913265306122449,0.5872448979591837,0.5824489795918367,0.009896381107105574,4
7,29.023902082443236,0.3656910042365437,8.371985387802123,0.06961420553135732,1,rbf,"{'svm__C': 1, 'svm__kernel': 'rbf'}",0.5668367346938775,0.5566326530612244,0.5576530612244898,0.5739795918367347,0.5423469387755102,0.5594897959183672,0.010670952214205214,10
8,27.173395490646364,0.19969583008399305,5.705759859085083,0.045640843004487334,1,sigmoid,"{'svm__C': 1, 'svm__kernel': 'sigmoid'}",0.5811224489795919,0.5566326530612244,0.5744897959183674,0.5826530612244898,0.5729591836734694,0.5735714285714286,0.0092480735186712,9
9,1015.5020315170289,173.14277239794296,5.600424003601074,1.1123224307210622,10,linear,"{'svm__C': 10, 'svm__kernel': 'linear'}",0.5913265306122449,0.5653061224489796,0.5770408163265306,0.5918367346938775,0.5862244897959183,0.5823469387755102,0.010042599808422122,5
10,34.98402304649353,0.5479139906595468,7.415224933624268,0.01575383298157585,10,rbf,"{'svm__C': 10, 'svm__kernel': 'rbf'}",0.5571428571428572,0.536734693877551,0.5530612244897959,0.576530612244898,0.561734693877551,0.5570408163265306,0.012884648259318052,13
11,23.374546432495116,0.24331363703190892,4.291806364059449,0.04282932876614156,10,sigmoid,"{'svm__C': 10, 'svm__kernel': 'sigmoid'}",0.5841836734693877,0.5714285714285714,0.5709183673469388,0.5801020408163265,0.5744897959183674,0.5762244897959183,0.005148765637364425,6
12,10269.294537162781,975.5541306937718,4.325040626525879,0.06262845873794037,100,linear,"{'svm__C': 100, 'svm__kernel': 'linear'}",0.5908163265306122,0.564795918367347,0.5790816326530612,0.5923469387755103,0.5872448979591837,0.582857142857143,0.01013034583346191,1
13,32.76661882400513,0.9760202055984979,7.089997100830078,0.06462491013139615,100,rbf,"{'svm__C': 100, 'svm__kernel': 'rbf'}",0.5535714285714286,0.536734693877551,0.5545918367346939,0.5801020408163265,0.5714285714285714,0.5592857142857144,0.015126152841742454,11
14,24.100703954696655,0.22271659269027017,3.899581718444824,0.019970651915741322,100,sigmoid,"{'svm__C': 100, 'svm__kernel': 'sigmoid'}",0.5668367346938775,0.5719387755102041,0.5811224489795919,0.5739795918367347,0.5831632653061225,0.5754081632653062,0.006005689375331517,7
